Price,Day
0.002692,Saturday
0.002705,Friday
0.002599,Thursday
0.002539,Wednesday
0.00251,Tuesday
0.002461,Monday
0.002547,Sunday
0.002512,Saturday
0.002515,Friday
0.002444,Thursday
0.002598,Wednesday
0.002747,Tuesday
0.002772,Monday
0.002787,Sunday
0.002929,Saturday
0.002888,Friday
0.002952,Thursday
0.002811,Wednesday
0.002814,Tuesday
0.002776,Monday
0.002881,Sunday
0.002868,Saturday
0.002839,Friday
0.002768,Thursday
0.002965,Wednesday
0.002859,Tuesday
0.002988,Monday
0.00341,Sunday
0.003367,Saturday
0.003551,Friday
0.003652,Thursday
0.003143,Wednesday
0.002796,Tuesday
0.002453,Monday
0.002076,Sunday
0.002084,Saturday
0.00209,Friday
0.002058,Thursday
0.002068,Wednesday
0.002025,Tuesday
0.002023,Monday
0.002017,Sunday
0.002023,Saturday
0.002025,Friday
0.002017,Thursday
0.002043,Wednesday
0.002051,Tuesday
0.002061,Monday
0.002051,Sunday
0.002053,Saturday
0.002035,Friday
0.002023,Thursday
0.002007,Wednesday
0.001995,Tuesday
0.001929,Monday
0.001959,Sunday
0.001978,Saturday
0.001949,Friday
0.001951,Thursday
0.001939,Wednesday
0.001947,Tuesday
0.001908,Monday
0.001959,Sunday
0.001979,Saturday
0.001964,Friday
0.001927,Thursday
0.001951,Wednesday
0.001957,Tuesday
0.001988,Monday
0.001916,Sunday
0.00207,Saturday
0.002044,Friday
0.002021,Thursday
0.002052,Wednesday
0.002064,Tuesday
0.002059,Monday
0.002026,Sunday
0.001932,Saturday
0.00189,Friday
0.00189,Thursday
0.001888,Wednesday
0.001878,Tuesday
0.001861,Monday
0.001899,Sunday
0.001908,Saturday
0.001937,Friday
0.001818,Thursday
0.001805,Wednesday
0.001855,Tuesday
0.001873,Monday
0.00188,Sunday
0.001927,Saturday
0.001909,Friday
0.001893,Thursday
0.001922,Wednesday
0.001878,Tuesday
0.001891,Monday
0.001994,Sunday
0.00201,Saturday
0.002005,Friday
0.002006,Thursday
0.001996,Wednesday
0.002021,Tuesday
0.002032,Monday
0.002028,Sunday
0.002094,Saturday
0.002042,Friday
0.002062,Thursday
0.002066,Wednesday
0.002042,Tuesday
0.00208,Monday
0.002053,Sunday
0.002084,Saturday
0.002067,Friday
0.002079,Thursday
0.002215,Wednesday
0.002223,Tuesday
0.00223,Monday
0.002257,Sunday
0.002249,Saturday
0.002243,Friday
0.002293,Thursday
0.00235,Wednesday
0.002347,Tuesday
